nn,nn_params,word_embeddings_params,accuracy,f1_macro,f1_weighted,Heavy Metal_precision,Heavy Metal_recall,Heavy Metal_f1_score,Heavy Metal_samples,Punk Rock_precision,Punk Rock_recall,Punk Rock_f1_score,Punk Rock_samples,Soft Rock_precision,Soft Rock_recall,Soft Rock_f1_score,Soft Rock_samples,total_samples
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_rock_fasttext_50_10_300d,0.3,0.29,0.3,0.49,0.17,0.25,1911,0.35,0.42,0.38,1409,0.16,0.43,0.24,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=3,custom_rock_fasttext_5_5_100d,0.29,0.29,0.3,0.5,0.2,0.28,1911,0.37,0.33,0.35,1409,0.16,0.5,0.24,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_cbow_50_10_100d,0.35,0.29,0.3,0.61,0.12,0.2,1911,0.38,0.72,0.5,1409,0.14,0.21,0.17,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_fasttext_50_5_100d,0.36,0.25,0.3,0.48,0.61,0.54,1911,0.0,0.0,0.0,1409,0.15,0.38,0.22,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_fasttext_5_10_100d,0.28,0.27,0.3,0.47,0.25,0.32,1911,0.32,0.32,0.32,1409,0.11,0.29,0.16,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_rock_cbow_5_5_300d,0.38,0.25,0.3,0.51,0.16,0.24,1911,0.36,0.83,0.5,1409,0.12,0.0,0.01,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=3,custom_rock_cbow_50_10_100d,0.38,0.26,0.3,0.47,0.14,0.22,1911,0.37,0.84,0.51,1409,0.16,0.03,0.06,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_sg_50_5_100d,0.28,0.29,0.3,0.59,0.23,0.33,1911,0.37,0.21,0.27,1409,0.16,0.64,0.25,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_rock_fasttext_50_5_300d,0.29,0.28,0.3,0.5,0.29,0.37,1911,0.34,0.16,0.22,1409,0.16,0.59,0.25,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_fasttext_50_5_300d,0.38,0.26,0.3,0.58,0.14,0.22,1911,0.37,0.86,0.52,1409,0.11,0.03,0.05,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_fasttext_50_10_100d,0.29,0.28,0.3,0.5,0.26,0.35,1911,0.34,0.22,0.27,1409,0.15,0.52,0.24,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_rock_sg_50_10_300d,0.35,0.29,0.3,0.52,0.13,0.21,1911,0.36,0.74,0.49,1409,0.16,0.16,0.16,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_rock_fasttext_5_10_300d,0.37,0.27,0.3,0.54,0.13,0.2,1911,0.36,0.82,0.5,1409,0.15,0.07,0.09,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_cbow_50_5_300d,0.35,0.26,0.3,0.49,0.59,0.53,1911,0.29,0.01,0.02,1409,0.14,0.39,0.21,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_sg_50_5_300d,0.29,0.28,0.29,0.52,0.28,0.37,1911,0.39,0.14,0.2,1409,0.16,0.67,0.26,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_cbow_50_5_100d,0.3,0.28,0.29,0.52,0.15,0.24,1911,0.33,0.48,0.39,1409,0.16,0.36,0.22,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_cbow_50_5_300d,0.33,0.28,0.29,0.47,0.14,0.22,1911,0.35,0.63,0.45,1409,0.14,0.19,0.16,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_fasttext_50_10_100d,0.3,0.27,0.29,0.55,0.16,0.25,1911,0.35,0.54,0.42,1409,0.1,0.2,0.13,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_cbow_50_5_100d,0.37,0.26,0.29,0.5,0.12,0.19,1911,0.36,0.85,0.5,1409,0.22,0.05,0.08,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_sg_50_5_100d,0.28,0.27,0.29,0.46,0.27,0.34,1911,0.37,0.18,0.24,1409,0.15,0.54,0.23,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_cbow_5_10_100d,0.33,0.25,0.29,0.5,0.53,0.51,1911,0.35,0.02,0.04,1409,0.14,0.42,0.21,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_sg_50_10_300d,0.29,0.26,0.29,0.51,0.36,0.42,1911,0.36,0.07,0.12,1409,0.16,0.63,0.26,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_rock_cbow_50_10_300d,0.28,0.28,0.29,0.51,0.19,0.27,1911,0.36,0.31,0.33,1409,0.15,0.52,0.24,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_rock_fasttext_50_5_100d,0.3,0.29,0.29,0.54,0.14,0.22,1911,0.39,0.39,0.39,1409,0.18,0.59,0.27,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_sg_5_5_300d,0.31,0.25,0.29,0.52,0.46,0.49,1911,0.32,0.02,0.04,1409,0.14,0.52,0.23,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_sg_50_10_300d,0.33,0.26,0.29,0.52,0.49,0.5,1911,0.46,0.01,0.03,1409,0.16,0.57,0.25,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_sg_50_10_100d,0.35,0.26,0.29,0.49,0.56,0.53,1911,0.25,0.0,0.0,1409,0.16,0.47,0.24,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_rock_cbow_50_5_100d,0.34,0.27,0.29,0.48,0.14,0.21,1911,0.35,0.7,0.47,1409,0.15,0.13,0.14,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_fasttext_50_5_100d,0.37,0.27,0.29,0.55,0.1,0.17,1911,0.37,0.84,0.51,1409,0.19,0.1,0.13,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_cbow_50_5_300d,0.38,0.25,0.29,0.52,0.13,0.2,1911,0.37,0.87,0.51,1409,0.07,0.01,0.02,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_rock_fasttext_50_5_100d,0.33,0.27,0.28,0.49,0.1,0.17,1911,0.37,0.68,0.48,1409,0.15,0.23,0.18,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_sg_50_10_100d,0.28,0.28,0.28,0.59,0.21,0.31,1911,0.41,0.19,0.26,1409,0.16,0.71,0.26,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=5,custom_rock_cbow_5_10_300d,0.28,0.24,0.28,0.45,0.41,0.43,1911,0.39,0.07,0.12,1409,0.12,0.39,0.18,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_rock_fasttext_50_5_300d,0.32,0.28,0.28,0.65,0.1,0.17,1911,0.38,0.63,0.47,1409,0.15,0.33,0.2,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_sg_50_5_300d,0.34,0.27,0.28,0.51,0.11,0.18,1911,0.37,0.73,0.49,1409,0.12,0.15,0.13,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_sg_5_5_100d,0.27,0.27,0.28,0.49,0.19,0.28,1911,0.41,0.26,0.32,1409,0.14,0.56,0.23,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_rock_cbow_50_10_300d,0.38,0.23,0.28,0.5,0.12,0.19,1911,0.36,0.89,0.52,1409,0.0,0.0,0.0,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_sg_50_10_100d,0.28,0.25,0.28,0.42,0.37,0.4,1911,0.32,0.11,0.17,1409,0.13,0.37,0.19,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_fasttext_50_10_100d,0.27,0.27,0.28,0.58,0.18,0.27,1911,0.38,0.24,0.29,1409,0.16,0.67,0.26,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_cbow_50_10_300d,0.29,0.26,0.28,0.51,0.37,0.43,1911,0.32,0.05,0.09,1409,0.16,0.63,0.25,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_sg_50_10_100d,0.36,0.23,0.28,0.45,0.13,0.2,1911,0.35,0.82,0.49,1409,0.04,0.0,0.01,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=5,custom_rock_cbow_50_10_300d,0.33,0.27,0.28,0.48,0.11,0.18,1911,0.36,0.7,0.48,1409,0.13,0.16,0.15,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_rock_fasttext_50_5_300d,0.28,0.26,0.28,0.51,0.29,0.37,1911,0.36,0.11,0.17,1409,0.16,0.65,0.26,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_cbow_50_10_300d,0.27,0.27,0.28,0.5,0.17,0.26,1911,0.35,0.34,0.34,1409,0.14,0.45,0.21,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_rock_sg_5_5_300d,0.28,0.27,0.28,0.5,0.25,0.33,1911,0.41,0.16,0.23,1409,0.16,0.65,0.25,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_sg_50_5_300d,0.26,0.26,0.28,0.43,0.24,0.31,1911,0.37,0.23,0.28,1409,0.12,0.4,0.19,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_fasttext_5_10_300d,0.38,0.24,0.28,0.64,0.1,0.17,1911,0.37,0.93,0.53,1409,0.08,0.01,0.02,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_fasttext_50_5_100d,0.35,0.26,0.28,0.53,0.1,0.17,1911,0.37,0.81,0.51,1409,0.12,0.09,0.1,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_rock_cbow_5_10_300d,0.35,0.26,0.28,0.43,0.11,0.17,1911,0.35,0.78,0.49,1409,0.17,0.09,0.12,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_fasttext_5_10_100d,0.27,0.27,0.28,0.51,0.22,0.31,1911,0.35,0.22,0.27,1409,0.15,0.55,0.23,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_sg_50_10_300d,0.3,0.24,0.28,0.45,0.48,0.46,1911,0.38,0.04,0.07,1409,0.12,0.35,0.18,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_cbow_50_5_100d,0.36,0.26,0.28,0.49,0.11,0.18,1911,0.36,0.81,0.5,1409,0.15,0.07,0.09,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_sg_5_10_100d,0.3,0.28,0.27,0.51,0.09,0.15,1911,0.36,0.54,0.43,1409,0.17,0.42,0.25,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_sg_50_10_300d,0.27,0.24,0.27,0.47,0.37,0.41,1911,0.32,0.05,0.09,1409,0.13,0.5,0.21,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_sg_5_10_100d,0.28,0.25,0.27,0.47,0.36,0.41,1911,0.35,0.05,0.08,1409,0.16,0.61,0.25,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_cbow_50_10_100d,0.37,0.24,0.27,0.49,0.11,0.17,1911,0.36,0.88,0.51,1409,0.22,0.02,0.03,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_fasttext_50_10_100d,0.35,0.26,0.27,0.48,0.08,0.13,1911,0.37,0.81,0.5,1409,0.15,0.13,0.14,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_fasttext_50_5_300d,0.28,0.27,0.27,0.49,0.14,0.22,1911,0.36,0.37,0.36,1409,0.15,0.5,0.23,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_rock_sg_50_5_100d,0.38,0.23,0.27,0.59,0.1,0.16,1911,0.37,0.93,0.53,1409,0.11,0.0,0.0,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_sg_5_5_100d,0.31,0.27,0.27,0.54,0.09,0.16,1911,0.35,0.58,0.44,1409,0.16,0.33,0.22,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_fasttext_50_10_100d,0.31,0.27,0.27,0.49,0.09,0.15,1911,0.35,0.62,0.45,1409,0.16,0.29,0.2,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_sg_5_5_300d,0.3,0.27,0.27,0.56,0.09,0.16,1911,0.37,0.59,0.45,1409,0.14,0.31,0.19,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_cbow_5_10_100d,0.36,0.24,0.27,0.47,0.1,0.16,1911,0.36,0.85,0.5,1409,0.12,0.03,0.05,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_fasttext_5_5_100d,0.33,0.24,0.27,0.46,0.11,0.18,1911,0.34,0.72,0.46,1409,0.11,0.08,0.09,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_fasttext_5_10_100d,0.29,0.27,0.27,0.43,0.11,0.18,1911,0.34,0.52,0.41,1409,0.15,0.32,0.21,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_sg_50_5_300d,0.28,0.27,0.27,0.48,0.14,0.22,1911,0.33,0.39,0.36,1409,0.15,0.43,0.23,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_fasttext_5_5_300d,0.26,0.26,0.27,0.5,0.21,0.29,1911,0.38,0.18,0.24,1409,0.15,0.63,0.24,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_sg_50_10_300d,0.35,0.25,0.27,0.62,0.09,0.15,1911,0.37,0.82,0.51,1409,0.12,0.1,0.11,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_fasttext_5_10_300d,0.31,0.27,0.27,0.54,0.08,0.14,1911,0.38,0.64,0.48,1409,0.14,0.31,0.2,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_fasttext_50_5_300d,0.29,0.24,0.27,0.48,0.39,0.43,1911,0.38,0.04,0.08,1409,0.14,0.53,0.22,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_cbow_5_5_300d,0.36,0.24,0.27,0.53,0.09,0.16,1911,0.36,0.86,0.51,1409,0.1,0.03,0.05,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_fasttext_50_10_100d,0.28,0.25,0.26,0.52,0.33,0.41,1911,0.36,0.03,0.06,1409,0.17,0.71,0.27,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_rock_cbow_50_10_300d,0.26,0.26,0.26,0.53,0.14,0.22,1911,0.37,0.33,0.35,1409,0.14,0.5,0.22,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_rock_cbow_5_5_100d,0.35,0.23,0.26,0.39,0.1,0.16,1911,0.35,0.82,0.49,1409,0.14,0.02,0.04,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_cbow_50_10_100d,0.33,0.25,0.26,0.45,0.08,0.13,1911,0.36,0.75,0.48,1409,0.13,0.14,0.14,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_rock_cbow_50_5_300d,0.37,0.22,0.26,0.49,0.09,0.15,1911,0.36,0.91,0.52,1409,0.0,0.0,0.0,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_sg_50_10_100d,0.34,0.25,0.26,0.47,0.07,0.12,1911,0.35,0.78,0.48,1409,0.17,0.14,0.16,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_rock_fasttext_5_10_100d,0.26,0.25,0.26,0.49,0.26,0.34,1911,0.37,0.1,0.16,1409,0.15,0.66,0.25,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_fasttext_50_5_300d,0.27,0.24,0.26,0.49,0.33,0.4,1911,0.36,0.05,0.09,1409,0.14,0.59,0.23,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_rock_cbow_5_5_100d,0.36,0.25,0.26,0.53,0.07,0.13,1911,0.36,0.85,0.51,1409,0.14,0.09,0.11,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_sg_5_10_100d,0.29,0.27,0.26,0.52,0.1,0.16,1911,0.38,0.46,0.42,1409,0.15,0.47,0.23,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_fasttext_50_10_300d,0.27,0.24,0.26,0.46,0.35,0.4,1911,0.39,0.04,0.07,1409,0.15,0.6,0.24,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_sg_5_5_100d,0.26,0.26,0.26,0.48,0.14,0.21,1911,0.38,0.28,0.32,1409,0.15,0.59,0.24,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_cbow_5_5_100d,0.35,0.24,0.26,0.57,0.07,0.13,1911,0.36,0.83,0.5,1409,0.11,0.08,0.09,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_rock_cbow_50_5_100d,0.37,0.22,0.25,0.56,0.07,0.13,1911,0.36,0.93,0.52,1409,0.16,0.01,0.01,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_cbow_5_5_100d,0.26,0.26,0.25,0.52,0.11,0.18,1911,0.37,0.33,0.35,1409,0.15,0.59,0.24,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_sg_5_5_300d,0.38,0.21,0.25,0.61,0.06,0.11,1911,0.36,0.96,0.53,1409,0.0,0.0,0.0,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_rock_sg_50_10_100d,0.37,0.22,0.25,0.52,0.06,0.12,1911,0.36,0.92,0.52,1409,0.09,0.01,0.02,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_cbow_50_5_100d,0.26,0.25,0.25,0.48,0.2,0.29,1911,0.34,0.13,0.19,1409,0.17,0.72,0.27,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_sg_50_5_300d,0.28,0.26,0.25,0.53,0.07,0.12,1911,0.38,0.46,0.42,1409,0.16,0.55,0.25,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_rock_fasttext_5_5_300d,0.35,0.24,0.25,0.49,0.05,0.09,1911,0.36,0.85,0.51,1409,0.16,0.11,0.13,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_rock_sg_5_5_300d,0.36,0.22,0.25,0.53,0.07,0.13,1911,0.36,0.9,0.51,1409,0.08,0.02,0.03,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_rock_sg_50_10_100d,0.35,0.24,0.25,0.53,0.06,0.11,1911,0.37,0.87,0.52,1409,0.11,0.07,0.09,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_fasttext_50_10_100d,0.27,0.26,0.25,0.51,0.08,0.13,1911,0.39,0.42,0.4,1409,0.16,0.57,0.25,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_fasttext_50_10_300d,0.35,0.24,0.25,0.48,0.06,0.11,1911,0.36,0.85,0.51,1409,0.12,0.07,0.09,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_cbow_50_10_300d,0.27,0.23,0.25,0.51,0.35,0.41,1911,0.3,0.02,0.04,1409,0.15,0.63,0.24,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_sg_5_5_100d,0.28,0.23,0.24,0.52,0.35,0.42,1911,0.0,0.0,0.0,1409,0.16,0.73,0.27,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_rock_sg_5_5_100d,0.37,0.21,0.24,0.6,0.06,0.11,1911,0.36,0.95,0.52,1409,0.0,0.0,0.0,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_sg_50_10_300d,0.27,0.25,0.24,0.51,0.06,0.11,1911,0.39,0.4,0.39,1409,0.16,0.6,0.25,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_rock_sg_5_5_100d,0.37,0.21,0.24,0.64,0.05,0.09,1911,0.37,0.96,0.53,1409,0.12,0.01,0.02,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_fasttext_5_5_300d,0.37,0.21,0.24,0.52,0.06,0.1,1911,0.36,0.94,0.52,1409,0.17,0.01,0.01,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_rock_sg_5_5_300d,0.36,0.22,0.24,0.59,0.05,0.09,1911,0.37,0.91,0.52,1409,0.1,0.04,0.06,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_sg_5_5_300d,0.32,0.24,0.24,0.6,0.04,0.08,1911,0.35,0.76,0.48,1409,0.14,0.18,0.16,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_fasttext_50_10_300d,0.37,0.21,0.24,0.51,0.06,0.11,1911,0.36,0.93,0.52,1409,0.0,0.0,0.0,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_cbow_50_10_300d,0.37,0.21,0.24,0.5,0.06,0.11,1911,0.36,0.93,0.52,1409,0.04,0.0,0.0,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_fasttext_50_5_100d,0.37,0.21,0.24,0.58,0.05,0.1,1911,0.36,0.95,0.53,1409,0.11,0.01,0.02,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_cbow_5_10_100d,0.33,0.24,0.24,0.44,0.05,0.09,1911,0.36,0.79,0.49,1409,0.13,0.12,0.13,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=3,custom_rock_cbow_5_10_100d,0.35,0.23,0.24,0.48,0.05,0.09,1911,0.36,0.87,0.51,1409,0.15,0.06,0.09,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_fasttext_5_10_100d,0.36,0.22,0.24,0.44,0.05,0.1,1911,0.36,0.92,0.52,1409,0.25,0.02,0.04,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_rock_sg_5_10_300d,0.27,0.21,0.24,0.47,0.37,0.41,1911,0.0,0.0,0.0,1409,0.14,0.58,0.23,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_fasttext_5_10_300d,0.36,0.23,0.24,0.55,0.04,0.08,1911,0.37,0.91,0.52,1409,0.14,0.07,0.09,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_sg_5_5_100d,0.25,0.24,0.24,0.48,0.14,0.22,1911,0.44,0.18,0.26,1409,0.16,0.73,0.26,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_sg_50_10_300d,0.26,0.23,0.24,0.49,0.29,0.37,1911,0.38,0.03,0.05,1409,0.16,0.74,0.27,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_cbow_50_10_100d,0.31,0.25,0.24,0.53,0.05,0.09,1911,0.36,0.7,0.47,1409,0.14,0.23,0.18,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_sg_50_10_100d,0.33,0.24,0.23,0.6,0.02,0.04,1911,0.37,0.82,0.51,1409,0.14,0.18,0.16,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_rock_cbow_50_5_100d,0.36,0.2,0.23,0.51,0.04,0.08,1911,0.36,0.95,0.53,1409,0.03,0.01,0.01,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_rock_sg_50_5_100d,0.29,0.24,0.23,0.51,0.04,0.07,1911,0.36,0.63,0.46,1409,0.14,0.31,0.2,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_rock_cbow_5_5_100d,0.37,0.2,0.23,0.61,0.04,0.08,1911,0.36,0.97,0.53,1409,0.0,0.0,0.0,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_cbow_50_10_300d,0.25,0.24,0.23,0.49,0.09,0.15,1911,0.38,0.28,0.32,1409,0.16,0.68,0.26,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_fasttext_50_5_300d,0.35,0.21,0.23,0.43,0.04,0.07,1911,0.36,0.91,0.51,1409,0.14,0.04,0.06,587,3907
