nn,nn_params,word_embeddings_params,accuracy,f1_macro,f1_weighted,Pop Rock_precision,Pop Rock_recall,Pop Rock_f1_score,Pop Rock_samples,Power-Pop_precision,Power-Pop_recall,Power-Pop_f1_score,Power-Pop_samples,Tecnopop_precision,Tecnopop_recall,Tecnopop_f1_score,Tecnopop_samples,total_samples
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_pop_sg_50_5_300d,0.27,0.18,0.19,0.59,0.1,0.17,1651,0.07,0.01,0.01,349,0.23,0.84,0.37,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_cbow_5_10_100d,0.25,0.19,0.19,0.55,0.08,0.14,1651,0.09,0.07,0.08,349,0.24,0.78,0.36,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_fasttext_50_10_300d,0.2,0.2,0.19,0.58,0.11,0.18,1651,0.12,0.52,0.19,349,0.2,0.25,0.22,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_pop_fasttext_5_10_300d,0.23,0.22,0.19,0.66,0.07,0.12,1651,0.13,0.37,0.2,349,0.25,0.58,0.35,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_cbow_5_5_300d,0.27,0.18,0.19,0.61,0.09,0.16,1651,0.05,0.0,0.01,349,0.24,0.88,0.38,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_cbow_5_10_100d,0.24,0.23,0.18,0.68,0.06,0.1,1651,0.14,0.4,0.2,349,0.27,0.62,0.37,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_fasttext_5_10_300d,0.25,0.19,0.18,0.61,0.08,0.14,1651,0.08,0.05,0.06,349,0.23,0.76,0.35,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_fasttext_5_10_300d,0.22,0.2,0.18,0.59,0.07,0.12,1651,0.11,0.23,0.15,349,0.22,0.6,0.33,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_pop_cbow_5_10_100d,0.23,0.22,0.18,0.63,0.06,0.11,1651,0.14,0.43,0.21,349,0.25,0.56,0.35,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_pop_sg_50_10_100d,0.2,0.21,0.18,0.56,0.08,0.14,1651,0.13,0.67,0.22,349,0.26,0.26,0.26,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_5_10_300d,0.2,0.19,0.18,0.55,0.11,0.18,1651,0.14,0.81,0.24,349,0.25,0.12,0.16,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_cbow_50_10_300d,0.2,0.17,0.18,0.56,0.12,0.2,1651,0.14,0.86,0.24,349,0.22,0.05,0.09,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_sg_5_5_100d,0.25,0.19,0.18,0.58,0.07,0.12,1651,0.14,0.05,0.08,349,0.23,0.82,0.36,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_sg_50_5_300d,0.2,0.18,0.18,0.65,0.12,0.2,1651,0.14,0.87,0.24,349,0.27,0.06,0.09,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_sg_5_5_100d,0.27,0.18,0.18,0.62,0.08,0.14,1651,0.07,0.01,0.01,349,0.24,0.89,0.38,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_pop_cbow_50_5_300d,0.23,0.21,0.18,0.6,0.07,0.13,1651,0.12,0.26,0.16,349,0.24,0.61,0.35,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_cbow_50_5_100d,0.22,0.22,0.18,0.58,0.07,0.12,1651,0.14,0.52,0.22,349,0.24,0.44,0.31,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_fasttext_5_5_300d,0.22,0.22,0.18,0.57,0.07,0.12,1651,0.14,0.51,0.22,349,0.24,0.43,0.31,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_fasttext_5_5_100d,0.2,0.16,0.17,0.61,0.13,0.21,1651,0.14,0.88,0.23,349,0.35,0.02,0.03,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_sg_5_5_300d,0.21,0.21,0.17,0.63,0.07,0.12,1651,0.14,0.67,0.24,349,0.25,0.32,0.28,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_fasttext_50_10_100d,0.2,0.2,0.17,0.66,0.08,0.14,1651,0.14,0.8,0.23,349,0.28,0.18,0.22,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=50,custom_pop_cbow_5_10_100d,0.25,0.18,0.17,0.58,0.07,0.12,1651,0.07,0.04,0.05,349,0.23,0.82,0.36,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_sg_50_5_100d,0.2,0.21,0.17,0.58,0.06,0.11,1651,0.13,0.62,0.22,349,0.26,0.34,0.29,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_50_5_300d,0.2,0.2,0.17,0.59,0.07,0.13,1651,0.14,0.79,0.24,349,0.28,0.19,0.23,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_sg_50_10_300d,0.2,0.16,0.17,0.62,0.13,0.21,1651,0.13,0.85,0.23,349,0.24,0.02,0.04,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_fasttext_5_5_100d,0.25,0.17,0.17,0.54,0.07,0.13,1651,0.05,0.01,0.02,349,0.23,0.84,0.36,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_fasttext_5_5_100d,0.19,0.19,0.17,0.62,0.09,0.15,1651,0.13,0.79,0.23,349,0.26,0.14,0.18,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_fasttext_5_10_300d,0.24,0.21,0.17,0.6,0.06,0.1,1651,0.12,0.19,0.15,349,0.25,0.73,0.37,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_pop_fasttext_50_5_100d,0.26,0.19,0.17,0.63,0.06,0.11,1651,0.12,0.05,0.07,349,0.24,0.88,0.38,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_cbow_50_5_100d,0.21,0.21,0.17,0.6,0.05,0.09,1651,0.14,0.56,0.22,349,0.26,0.43,0.33,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_cbow_5_10_100d,0.2,0.21,0.17,0.63,0.06,0.11,1651,0.14,0.59,0.23,349,0.22,0.36,0.28,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_sg_50_10_300d,0.22,0.21,0.17,0.6,0.05,0.1,1651,0.13,0.32,0.18,349,0.24,0.59,0.34,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_cbow_5_10_100d,0.19,0.2,0.17,0.6,0.08,0.14,1651,0.12,0.66,0.21,349,0.26,0.23,0.24,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_fasttext_50_5_100d,0.19,0.16,0.17,0.6,0.12,0.2,1651,0.13,0.85,0.23,349,0.28,0.03,0.06,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_fasttext_50_5_100d,0.19,0.19,0.17,0.63,0.08,0.14,1651,0.13,0.68,0.22,349,0.23,0.2,0.21,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_cbow_50_5_300d,0.21,0.21,0.17,0.61,0.06,0.1,1651,0.14,0.57,0.22,349,0.24,0.39,0.3,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_cbow_5_10_100d,0.26,0.18,0.17,0.63,0.06,0.11,1651,0.13,0.03,0.05,349,0.24,0.89,0.38,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_sg_50_5_100d,0.21,0.21,0.17,0.59,0.05,0.09,1651,0.14,0.63,0.22,349,0.28,0.38,0.32,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_fasttext_5_10_100d,0.25,0.18,0.16,0.58,0.05,0.09,1651,0.13,0.05,0.08,349,0.24,0.87,0.38,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_cbow_50_10_300d,0.25,0.17,0.16,0.63,0.05,0.1,1651,0.11,0.03,0.05,349,0.24,0.88,0.37,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_fasttext_50_10_100d,0.19,0.19,0.16,0.61,0.07,0.13,1651,0.13,0.76,0.23,349,0.26,0.19,0.22,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_fasttext_5_10_300d,0.24,0.17,0.16,0.5,0.06,0.11,1651,0.05,0.02,0.03,349,0.23,0.8,0.35,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_cbow_50_5_100d,0.19,0.16,0.16,0.62,0.11,0.18,1651,0.14,0.89,0.24,349,0.24,0.03,0.05,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_sg_50_10_300d,0.18,0.17,0.16,0.56,0.08,0.14,1651,0.13,0.83,0.23,349,0.34,0.1,0.15,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_fasttext_50_5_300d,0.19,0.17,0.16,0.56,0.1,0.16,1651,0.14,0.85,0.23,349,0.24,0.07,0.11,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_50_5_100d,0.2,0.15,0.16,0.62,0.12,0.2,1651,0.14,0.9,0.24,349,0.29,0.01,0.02,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_pop_sg_5_10_300d,0.25,0.16,0.16,0.52,0.07,0.12,1651,0.09,0.01,0.02,349,0.23,0.83,0.36,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_5_5_100d,0.26,0.17,0.16,0.6,0.05,0.1,1651,0.12,0.02,0.04,349,0.24,0.91,0.38,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_fasttext_5_10_300d,0.19,0.2,0.16,0.61,0.06,0.11,1651,0.13,0.67,0.22,349,0.26,0.28,0.27,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_sg_50_5_300d,0.19,0.14,0.15,0.64,0.1,0.18,1651,0.14,0.92,0.24,349,0.23,0.01,0.02,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_cbow_50_10_100d,0.19,0.15,0.15,0.64,0.1,0.17,1651,0.14,0.91,0.24,349,0.34,0.03,0.05,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_fasttext_50_10_100d,0.19,0.19,0.15,0.66,0.05,0.09,1651,0.13,0.69,0.22,349,0.24,0.26,0.25,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_fasttext_50_5_300d,0.19,0.19,0.15,0.61,0.05,0.09,1651,0.14,0.83,0.24,349,0.3,0.19,0.23,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_cbow_50_10_300d,0.19,0.19,0.15,0.61,0.04,0.08,1651,0.13,0.51,0.2,349,0.24,0.41,0.3,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_fasttext_5_10_300d,0.24,0.19,0.15,0.57,0.03,0.06,1651,0.11,0.12,0.12,349,0.24,0.82,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_5_5_100d,0.24,0.18,0.15,0.51,0.05,0.08,1651,0.11,0.07,0.09,349,0.24,0.83,0.37,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_cbow_5_10_100d,0.26,0.16,0.15,0.65,0.05,0.09,1651,0.03,0.0,0.01,349,0.25,0.94,0.39,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_sg_5_10_300d,0.2,0.2,0.15,0.49,0.04,0.07,1651,0.14,0.58,0.23,349,0.25,0.42,0.32,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_sg_5_10_300d,0.24,0.19,0.15,0.63,0.03,0.06,1651,0.13,0.11,0.12,349,0.24,0.83,0.37,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_sg_5_5_100d,0.2,0.2,0.15,0.53,0.03,0.06,1651,0.13,0.54,0.22,349,0.26,0.45,0.33,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_5_10_100d,0.25,0.16,0.15,0.57,0.05,0.1,1651,0.05,0.01,0.01,349,0.24,0.9,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_sg_5_5_100d,0.21,0.2,0.15,0.59,0.04,0.08,1651,0.14,0.41,0.21,349,0.23,0.53,0.32,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_sg_5_10_300d,0.18,0.18,0.15,0.58,0.07,0.12,1651,0.13,0.76,0.22,349,0.24,0.15,0.19,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_sg_50_5_100d,0.25,0.17,0.15,0.73,0.04,0.07,1651,0.1,0.04,0.06,349,0.25,0.91,0.39,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_fasttext_5_5_100d,0.19,0.19,0.15,0.6,0.04,0.08,1651,0.13,0.77,0.23,349,0.3,0.24,0.27,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_sg_5_10_100d,0.19,0.19,0.15,0.6,0.05,0.09,1651,0.14,0.79,0.24,349,0.24,0.22,0.23,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_fasttext_50_10_300d,0.26,0.16,0.15,0.61,0.04,0.08,1651,0.0,0.0,0.0,349,0.24,0.95,0.39,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_50_10_100d,0.26,0.16,0.15,0.57,0.04,0.08,1651,0.06,0.0,0.01,349,0.24,0.93,0.38,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_fasttext_5_5_100d,0.22,0.19,0.14,0.57,0.03,0.06,1651,0.12,0.21,0.15,349,0.23,0.69,0.35,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_sg_50_5_100d,0.18,0.14,0.14,0.62,0.09,0.16,1651,0.13,0.89,0.23,349,0.26,0.02,0.03,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_pop_fasttext_5_5_100d,0.18,0.17,0.14,0.68,0.05,0.1,1651,0.14,0.89,0.24,349,0.29,0.12,0.17,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_sg_50_10_100d,0.22,0.17,0.14,0.56,0.04,0.07,1651,0.1,0.11,0.11,349,0.23,0.75,0.35,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_sg_50_5_100d,0.18,0.18,0.14,0.55,0.04,0.07,1651,0.12,0.5,0.19,349,0.22,0.35,0.27,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_5_5_100d,0.19,0.2,0.14,0.59,0.03,0.05,1651,0.14,0.68,0.23,349,0.27,0.36,0.31,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_sg_50_5_300d,0.18,0.18,0.14,0.66,0.05,0.09,1651,0.14,0.84,0.23,349,0.3,0.18,0.22,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_pop_fasttext_50_5_100d,0.19,0.16,0.14,0.51,0.07,0.12,1651,0.14,0.96,0.25,349,0.47,0.07,0.12,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_sg_50_10_100d,0.18,0.15,0.14,0.58,0.09,0.16,1651,0.13,0.9,0.23,349,0.33,0.02,0.04,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_pop_cbow_5_5_300d,0.23,0.15,0.14,0.55,0.04,0.08,1651,0.04,0.01,0.02,349,0.23,0.84,0.36,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=3,custom_pop_cbow_5_5_300d,0.24,0.18,0.14,0.65,0.02,0.05,1651,0.13,0.09,0.11,349,0.24,0.88,0.38,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_cbow_5_5_300d,0.18,0.17,0.14,0.6,0.06,0.11,1651,0.13,0.83,0.23,349,0.26,0.13,0.17,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_pop_sg_5_5_300d,0.24,0.15,0.14,0.51,0.04,0.08,1651,0.04,0.0,0.01,349,0.23,0.89,0.37,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_cbow_5_10_300d,0.21,0.2,0.14,0.54,0.02,0.04,1651,0.13,0.46,0.21,349,0.25,0.54,0.35,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_cbow_5_10_300d,0.24,0.18,0.14,0.53,0.03,0.06,1651,0.13,0.07,0.09,349,0.24,0.88,0.38,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_sg_5_10_300d,0.19,0.19,0.13,0.73,0.02,0.04,1651,0.13,0.55,0.22,349,0.24,0.44,0.31,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_sg_5_5_100d,0.24,0.16,0.13,0.56,0.02,0.04,1651,0.09,0.04,0.05,349,0.24,0.91,0.38,651,2651
gru,Embedding_out_dim = 100| GRU_units=20,custom_pop_fasttext_50_10_100d,0.24,0.15,0.13,0.53,0.03,0.05,1651,0.11,0.02,0.03,349,0.24,0.91,0.37,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_pop_cbow_5_5_100d,0.22,0.16,0.13,0.67,0.03,0.05,1651,0.08,0.09,0.08,349,0.23,0.78,0.36,651,2651
gru,Embedding_out_dim = 100| GRU_units=100,custom_pop_fasttext_5_10_100d,0.24,0.15,0.13,0.55,0.03,0.06,1651,0.05,0.01,0.01,349,0.23,0.9,0.37,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_pop_sg_5_10_100d,0.24,0.15,0.13,0.57,0.03,0.06,1651,0.06,0.02,0.03,349,0.23,0.87,0.36,651,2651
gru,Embedding_out_dim = 100| GRU_units=20,custom_pop_fasttext_5_10_100d,0.25,0.15,0.13,0.48,0.03,0.06,1651,0.0,0.0,0.0,349,0.24,0.92,0.38,651,2651
gru,Embedding_out_dim = 300| GRU_units=20,custom_pop_sg_50_10_300d,0.24,0.14,0.13,0.6,0.03,0.05,1651,0.02,0.0,0.01,349,0.24,0.92,0.38,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_sg_5_5_100d,0.24,0.15,0.13,0.5,0.03,0.06,1651,0.12,0.01,0.03,349,0.24,0.91,0.37,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=70,custom_pop_sg_5_5_300d,0.25,0.15,0.13,0.58,0.03,0.06,1651,0.11,0.01,0.01,349,0.24,0.94,0.38,651,2651
gru,Embedding_out_dim = 100| GRU_units=100,custom_pop_cbow_50_5_100d,0.24,0.15,0.13,0.58,0.03,0.05,1651,0.07,0.01,0.02,349,0.24,0.92,0.38,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_sg_5_5_300d,0.24,0.15,0.13,0.52,0.03,0.05,1651,0.09,0.02,0.03,349,0.23,0.89,0.37,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_5_5_100d,0.23,0.16,0.13,0.51,0.03,0.05,1651,0.1,0.05,0.06,349,0.23,0.86,0.37,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_cbow_5_10_100d,0.24,0.15,0.13,0.53,0.03,0.06,1651,0.06,0.01,0.02,349,0.23,0.88,0.37,651,2651
gru,Embedding_out_dim = 300| GRU_units=50,custom_pop_sg_50_10_300d,0.24,0.15,0.13,0.55,0.03,0.06,1651,0.11,0.01,0.03,349,0.23,0.9,0.37,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_pop_fasttext_50_10_100d,0.24,0.15,0.13,0.47,0.03,0.06,1651,0.12,0.01,0.02,349,0.23,0.88,0.37,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_fasttext_5_5_300d,0.18,0.18,0.13,0.59,0.02,0.05,1651,0.13,0.64,0.21,349,0.26,0.32,0.29,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_fasttext_5_5_100d,0.17,0.16,0.13,0.58,0.06,0.11,1651,0.13,0.81,0.22,349,0.24,0.11,0.15,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_pop_cbow_50_10_100d,0.23,0.15,0.13,0.56,0.03,0.06,1651,0.04,0.01,0.02,349,0.23,0.88,0.37,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_cbow_50_5_100d,0.17,0.15,0.13,0.56,0.06,0.1,1651,0.13,0.88,0.23,349,0.3,0.08,0.13,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_pop_fasttext_5_10_300d,0.24,0.14,0.13,0.47,0.03,0.06,1651,0.0,0.0,0.0,349,0.23,0.9,0.37,651,2651
gru,Embedding_out_dim = 300| GRU_units=20,custom_pop_sg_5_10_300d,0.23,0.15,0.13,0.45,0.03,0.05,1651,0.08,0.01,0.02,349,0.23,0.87,0.36,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_pop_fasttext_50_10_300d,0.24,0.15,0.13,0.45,0.03,0.05,1651,0.06,0.01,0.02,349,0.23,0.89,0.37,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_pop_sg_50_10_100d,0.24,0.15,0.13,0.51,0.03,0.06,1651,0.07,0.01,0.02,349,0.23,0.9,0.37,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_pop_fasttext_5_10_300d,0.24,0.14,0.13,0.52,0.03,0.06,1651,0.02,0.0,0.01,349,0.23,0.91,0.37,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_sg_50_5_100d,0.23,0.18,0.13,0.56,0.02,0.04,1651,0.14,0.11,0.12,349,0.24,0.85,0.37,651,2651
gru,Embedding_out_dim = 100| GRU_units=20,custom_pop_fasttext_5_5_100d,0.23,0.15,0.13,0.54,0.03,0.05,1651,0.06,0.02,0.03,349,0.23,0.87,0.36,651,2651
gru,Embedding_out_dim = 100| GRU_units=10,custom_pop_sg_50_10_100d,0.25,0.15,0.13,0.55,0.03,0.06,1651,0.0,0.0,0.0,349,0.24,0.94,0.38,651,2651
gru,Embedding_out_dim = 100| GRU_units=100,custom_pop_fasttext_50_5_100d,0.24,0.15,0.13,0.57,0.03,0.06,1651,0.04,0.01,0.01,349,0.23,0.89,0.37,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_pop_sg_50_10_100d,0.25,0.15,0.13,0.55,0.03,0.06,1651,0.25,0.01,0.01,349,0.25,0.96,0.39,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_cbow_5_10_300d,0.24,0.15,0.13,0.46,0.03,0.06,1651,0.06,0.01,0.01,349,0.23,0.89,0.37,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_fasttext_50_5_100d,0.21,0.19,0.13,0.54,0.01,0.02,1651,0.13,0.3,0.18,349,0.24,0.68,0.36,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_sg_50_10_100d,0.24,0.16,0.13,0.64,0.02,0.04,1651,0.1,0.05,0.06,349,0.25,0.92,0.39,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_pop_fasttext_5_10_100d,0.24,0.14,0.13,0.49,0.03,0.06,1651,0.03,0.0,0.01,349,0.23,0.9,0.37,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_sg_5_10_300d,0.24,0.17,0.12,0.54,0.0,0.01,1651,0.19,0.09,0.12,349,0.24,0.92,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_5_10_100d,0.24,0.15,0.12,0.48,0.02,0.03,1651,0.12,0.03,0.04,349,0.24,0.92,0.38,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_fasttext_50_10_100d,0.25,0.16,0.12,0.64,0.02,0.03,1651,0.13,0.04,0.06,349,0.24,0.93,0.39,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_fasttext_50_5_300d,0.2,0.18,0.12,0.54,0.01,0.03,1651,0.14,0.33,0.19,349,0.23,0.62,0.33,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_50_5_300d,0.25,0.15,0.12,0.6,0.01,0.02,1651,0.1,0.03,0.04,349,0.25,0.96,0.39,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_sg_5_5_300d,0.2,0.19,0.12,0.55,0.01,0.01,1651,0.14,0.48,0.22,349,0.24,0.53,0.33,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_sg_5_10_100d,0.25,0.15,0.12,0.65,0.02,0.03,1651,0.15,0.01,0.02,349,0.24,0.96,0.39,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_pop_fasttext_5_10_100d,0.24,0.16,0.12,0.45,0.02,0.04,1651,0.1,0.04,0.06,349,0.24,0.89,0.37,651,2651
